year,award,voter_name,affiliation,player,points_given,num_ballots,tot_pts,avg_pts,abs_pt_diff,sq_pt_diff
2014,All-NBA,Keith Pompey,Philadelphia Inquirer,Al Jefferson,5,125,191,1.5,3.5,12.25
2014,All-NBA,Ken Berger,CBSSports.com,John Wall,3,125,70,0.5403225806451613,2.459677419354839,6.050013007284081
2014,All-NBA,Kevin Arnovitz,ESPN.com,Goran Dragic,3,125,115,0.9032258064516129,2.096774193548387,4.396462018730489
2014,All-NBA,Kevin Calabro,ESPN Radio,Paul George,0,125,171,1.3790322580645162,1.3790322580645162,1.9017299687825184
2014,All-NBA,Kevin Ding,Bleacher Report,Chris Paul,1,125,540,4.346774193548387,3.346774193548387,11.200897502601457
2014,All-NBA,Lang Whitaker,NBA.com,Paul George,3,125,171,1.3548387096774193,1.6451612903225807,2.7065556711758587
2014,All-NBA,Marc Berman,New York Post,Tony Parker,5,125,210,1.653225806451613,3.346774193548387,11.200897502601457
2014,All-NBA,Marc Spears,Yahoo! Sports,Tony Parker,5,125,210,1.653225806451613,3.346774193548387,11.200897502601457
2014,All-NBA,Marc Stein,ESPN.com,Goran Dragic,3,125,115,0.9032258064516129,2.096774193548387,4.396462018730489
2014,All-NBA,Mark Boyle,WIBC,James Harden,1,125,502,4.040322580645161,3.040322580645161,9.243561394380851
2014,All-NBA,Mark Followill,TXA-21/Fox Sports Net,Dwight Howard,5,125,226,1.782258064516129,3.217741935483871,10.353863163371487
2014,All-NBA,Marv Albert,TNT,DeAndre Jordan,3,125,21,0.14516129032258066,2.8548387096774195,8.150104058272634
