voter_name,affiliation,first_place_five_pts,second_place_three_pts,third_place_one_pt,year,award
David Aldridge,The Athletic,"Coby White, Chicago","Alperen Sengun, Houston","Jalen Suggs, Orlando",2024,MIP
Sam Amick,The Athletic,"Coby White, Chicago","Jalen Williams, Oklahoma City","Tyrese Maxey, Philadelphia",2024,MIP
Jason Anderson,Sacramento Bee,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Deni Avdija, Washington",2024,MIP
Greg Anthony,WarnerMedia,"Jalen Williams, Oklahoma City","Tyrese Maxey, Philadelphia","Coby White, Chicago",2024,MIP
Steve Aschburner,NBA.com,"Coby White, Chicago","Tyrese Maxey, Philadelphia","Jalen Williams, Oklahoma City",2024,MIP
Maxime Aubin,L'Equipe,"Tyrese Maxey, Philadelphia","Jalen Williams, Oklahoma City","Coby White, Chicago",2024,MIP
Evan Barnes,Newsday,"Coby White, Chicago","Alperen Sengun, Houston","Cam Thomas, Brooklyn",2024,MIP
Howard Beck,The Ringer,"Coby White, Chicago","Tyrese Maxey, Philadelphia","Jalen Suggs, Orlando",2024,MIP
Jason Beede,Orlando Sentinel,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Jalen Williams, Oklahoma City",2024,MIP
Tim Bontemps,ESPN,"Jalen Brunson, New York","Tyrese Maxey, Philadelphia","Alperen Sengun, Houston",2024,MIP
Rod Boone,Charlotte Observer,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Cam Thomas, Brooklyn",2024,MIP
Chris Broussard,Fox Sports,"Jalen Williams, Oklahoma City","Coby White, Chicago","Alperen Sengun, Houston",2024,MIP
Ric Bucher,FS1,"Coby White, Chicago","Jalen Williams, Oklahoma City","Duncan Robinson, Miami",2024,MIP
Miguel Candeias,A Bola,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Alperen Sengun, Houston",2024,MIP
Tim Cato,The Athletic,"Alperen Sengun, Houston","Coby White, Chicago","Jalen Brunson, New York",2024,MIP
Shams Charania,The Athletic/Stadium,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Alperen Sengun, Houston",2024,MIP
Anthony Chiang,Miami Herald,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Jalen Williams, Oklahoma City",2024,MIP
Damichael Cole,Memphis Commercial Appeal,"Tyrese Maxey, Philadelphia","Jalen Williams, Oklahoma City","Coby White, Chicago",2024,MIP
Antoni Daimiel,Movistar+,"Coby White, Chicago","Tyrese Maxey, Philadelphia","Alperen Sengun, Houston",2024,MIP
Dan Devine,Yahoo! Sports,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Jalen Williams, Oklahoma City",2024,MIP
Bennett Durando,Denver Post,"Jalen Williams, Oklahoma City","Tyrese Maxey, Philadelphia","Grayson Allen, Phoenix",2024,MIP
James Edwards III,The Athletic,"Alperen Sengun, Houston","Coby White, Chicago","Deni Avdija, Washington",2024,MIP
Chris Fedor,Cleveland.com,"Tyrese Maxey, Philadelphia","Alperen Sengun, Houston","Jalen Williams, Oklahoma City",2024,MIP
Ignacio Garcia,MARCA,"Tyrese Maxey, Philadelphia","Alperen Sengun, Houston","Coby White, Chicago",2024,MIP
Brian Geltzeiler,Sirius Radio,"Tyrese Maxey, Philadelphia","Deni Avdija, Washington","Coby White, Chicago",2024,MIP
Vince Goodwill,Yahoo! Sports,"Coby White, Chicago","Alperen Sengun, Houston","Cam Thomas, Brooklyn",2024,MIP
Michael Grange,Rogers Sportsnet,"Alperen Sengun, Houston","Coby White, Chicago","Jalen Brunson, New York",2024,MIP
Jared Greenberg,WarnerMedia,"Coby White, Chicago","Alperen Sengun, Houston","Cam Thomas, Brooklyn",2024,MIP
Mike Greenberg,ESPN,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Cam Thomas, Brooklyn",2024,MIP
Will Guillory,The Athletic,"Coby White, Chicago","Alperen Sengun, Houston","Tyrese Maxey, Philadelphia",2024,MIP
Zach Harper,The Athletic,"Coby White, Chicago","Alperen Sengun, Houston","Tyrese Maxey, Philadelphia",2024,MIP
Kurt Helin,NBCSports.com,"Coby White, Chicago","Deni Avdija, Washington","Tyrese Maxey, Philadelphia",2024,MIP
James Herbert,CBSSports.com,"Coby White, Chicago","Jalen Williams, Oklahoma City","Jalen Suggs, Orlando",2024,MIP
Adam Himmelsbach,Boston Globe,"Coby White, Chicago","Shai Gilgeous-Alexander, Oklahoma City","Jalen Brunson, New York",2024,MIP
Cassidy Hubbarth,ESPN,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Alperen Sengun, Houston",2024,MIP
Kelly Iko,The Athletic,"Alperen Sengun, Houston","Tyrese Maxey, Philadelphia","Coby White, Chicago",2024,MIP
Frank Isola,Sirius Radio,"Tyrese Maxey, Philadelphia","Alperen Sengun, Houston","Coby White, Chicago",2024,MIP
Richard Jefferson,ESPN,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Alperen Sengun, Houston",2024,MIP
Ernie Johnson,WarnerMedia,"Jalen Williams, Oklahoma City","Coby White, Chicago","Tyrese Maxey, Philadelphia",2024,MIP
Tony Jones,The Athletic,"Coby White, Chicago","Alperen Sengun, Houston","Tyrese Maxey, Philadelphia",2024,MIP
Marc Kestecher,ESPN,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Jalen Williams, Oklahoma City",2024,MIP
Tolis Kotzias,SDNA,"Tyrese Haliburton, Indiana","Grayson Allen, Phoenix","Jalen Brunson, New York",2024,MIP
Adam Lefkoe,WarnerMedia,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Alperen Sengun, Houston",2024,MIP
Rob Mahoney,The Ringer,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Jalen Williams, Oklahoma City",2024,MIP
Chris Mannix,Sports Illustrated,"Jalen Brunson, New York","Coby White, Chicago","Alperen Sengun, Houston",2024,MIP
Jeff McDonald,San Antonio Express-News,"Coby White, Chicago","Tyrese Maxey, Philadelphia","Jalen Williams, Oklahoma City",2024,MIP
Steve McGehee,News 9,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Cam Thomas, Brooklyn",2024,MIP
Dave McMenamin,ESPN,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Cam Thomas, Brooklyn",2024,MIP
Chao Meng,ESPN (China),"Tyrese Maxey, Philadelphia","Coby White, Chicago","Alperen Sengun, Houston",2024,MIP
Jonathan Mitchell Fuentes,Cignal,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Duncan Robinson, Miami",2024,MIP
Yoko Miyaji,Sports Graphic Number,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Alperen Sengun, Houston",2024,MIP
Yoav Modai,Sport 5,"Coby White, Chicago","Deni Avdija, Washington","Cam Thomas, Brooklyn",2024,MIP
Eric Nehm,The Athletic,"Alperen Sengun, Houston","Jalen Suggs, Orlando","Tyrese Maxey, Philadelphia",2024,MIP
Rachel Nichols,SHO,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Jalen Williams, Oklahoma City",2024,MIP
Kevin O'Connor,The Ringer,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Deni Avdija, Washington",2024,MIP
Chiney Ogwumike,ESPN,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Alperen Sengun, Houston",2024,MIP
Candace Parker,WarnerMedia,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Jalen Williams, Oklahoma City",2024,MIP
Dave Pasch,ESPN,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Alperen Sengun, Houston",2024,MIP
Kevin Pelton,ESPN,"Alperen Sengun, Houston","Tyrese Maxey, Philadelphia","Jalen Williams, Oklahoma City",2024,MIP
Kendrick Perkins,ESPN,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Jalen Brunson, New York",2024,MIP
Michael Pina,The Ringer,"Coby White, Chicago","Tyrese Maxey, Philadelphia","Jalen Brunson, New York",2024,MIP
Julia Poe,Chicago Tribune,"Coby White, Chicago","Tyrese Maxey, Philadelphia","Jalen Williams, Oklahoma City",2024,MIP
Keith Pompey,Philadelphia Inquirer,"Tyrese Maxey, Philadelphia","Cam Thomas, Brooklyn","Coby White, Chicago",2024,MIP
Shaun Powell,NBA.com,"Tyrese Maxey, Philadelphia","Alperen Sengun, Houston","Jalen Brunson, New York",2024,MIP
Khobi Price,Southern California News Group,"Coby White, Chicago","Deni Avdija, Washington","Jalen Suggs, Orlando",2024,MIP
Jason Quick,The Athletic,"Coby White, Chicago","Tyrese Maxey, Philadelphia","Alperen Sengun, Houston",2024,MIP
Duane Rankin,Arizona Republic,"Tyrese Maxey, Philadelphia","Jalen Williams, Oklahoma City","Coby White, Chicago",2024,MIP
Stephanie Ready,WarnerMedia,"Coby White, Chicago","Tyrese Maxey, Philadelphia","Jalen Williams, Oklahoma City",2024,MIP
JJ Redick,ESPN,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Duncan Robinson, Miami",2024,MIP
Bill Reiter,CBSSports.com,"Tyrese Maxey, Philadelphia","Alperen Sengun, Houston","Coby White, Chicago",2024,MIP
Remi Reverchon,BeIN Sports,"Tyrese Maxey, Philadelphia","Jalen Williams, Oklahoma City","Coby White, Chicago",2024,MIP
Tim Reynolds,Associated Press,"Tyrese Maxey, Philadelphia","Cam Thomas, Brooklyn","Coby White, Chicago",2024,MIP
Josh Robbins,The Athletic,"Jalen Brunson, New York","Tyrese Maxey, Philadelphia","Jalen Suggs, Orlando",2024,MIP
Melissa Rohlin,Fox Sports,"Tyrese Maxey, Philadelphia","Jalen Williams, Oklahoma City","Coby White, Chicago",2024,MIP
Taylor Rooks,Bleacher Report,"Coby White, Chicago","Tyrese Maxey, Philadelphia","Duncan Robinson, Miami",2024,MIP
Ryen Russillo,The Ringer,"Coby White, Chicago","Tyrese Maxey, Philadelphia","Deni Avdija, Washington",2024,MIP
Simone Sandri,La Gazzetta dello Sport,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Jalen Williams, Oklahoma City",2024,MIP
John Schuhmann,NBA.com,"Deni Avdija, Washington","Coby White, Chicago","Jalen Williams, Oklahoma City",2024,MIP
Dennis Scott,WarnerMedia,"Coby White, Chicago","Tyrese Maxey, Philadelphia","Jalen Williams, Oklahoma City",2024,MIP
Ramona Shelburne,ESPN,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Alperen Sengun, Houston",2024,MIP
Bill Simmons,The Ringer,"Coby White, Chicago","Deni Avdija, Washington","Jalen Williams, Oklahoma City",2024,MIP
Anthony Slater,The Athletic,"Coby White, Chicago","Tyrese Maxey, Philadelphia","Jalen Williams, Oklahoma City",2024,MIP
Doug Smith,The Toronto Star,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Alperen Sengun, Houston",2024,MIP
Stephen A. Smith,ESPN,"Tyrese Maxey, Philadelphia","Jalen Williams, Oklahoma City","Coby White, Chicago",2024,MIP
Steve Smith,WarnerMedia,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Jalen Williams, Oklahoma City",2024,MIP
Seerat Sohi,The Ringer,"Coby White, Chicago","Alperen Sengun, Houston","Tyrese Maxey, Philadelphia",2024,MIP
Justin Termine,Sirius Radio,"Coby White, Chicago","Jalen Brunson, New York","Tyrese Maxey, Philadelphia",2024,MIP
Brad Townsend,Dallas Morning News,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Alperen Sengun, Houston",2024,MIP
Stan Van Gundy,WarnerMedia,"Coby White, Chicago","Jalen Suggs, Orlando","Alperen Sengun, Houston",2024,MIP
Joe Vardon,The Athletic,"Tyrese Maxey, Philadelphia","Jalen Williams, Oklahoma City","Coby White, Chicago",2024,MIP
Gary Washburn,Boston Globe,"Coby White, Chicago","Devin Vassell, San Antonio","Aaron Nesmith, Indiana",2024,MIP
Michael Wilbon,ESPN,"Jalen Williams, Oklahoma City","Coby White, Chicago","Alperen Sengun, Houston",2024,MIP
Brian Windhorst,ESPN,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Jalen Williams, Oklahoma City",2024,MIP
Matt Winer,WarnerMedia,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Alperen Sengun, Houston",2024,MIP
Kristian Winfield,New York Daily News,"Coby White, Chicago","Alperen Sengun, Houston","Tyrese Maxey, Philadelphia",2024,MIP
Ryan Wolstat,The Toronto Sun,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Jalen Williams, Oklahoma City",2024,MIP
Michael C. Wright,NBA.com,"Tyrese Maxey, Philadelphia","Jalen Williams, Oklahoma City","Coby White, Chicago",2024,MIP
Ohm Youngmisuk,ESPN,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Cam Thomas, Brooklyn",2024,MIP
Jeff Zillgitt,USA Today,"Tyrese Maxey, Philadelphia","Coby White, Chicago","Cam Thomas, Brooklyn",2024,MIP
David Aldridge,The Athletic,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
Sam Amick,The Athletic,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Claxton, Nic (BKN)",2023,MIP
Greg Anthony,WarnerMedia,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Bridges, Mikal (BKN)",2023,MIP
Steve Aschburner,NBA.com,"Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)","Gilgeous-Alexander, Shai (OKC)",2023,MIP
Maxime Aubin,L'Equipe,"Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)","Markkanen, Lauri (UTA)",2023,MIP
Eduardo Barao,BAND,"Markkanen, Lauri (UTA)","Looney, Kevon (GSW)","Bridges, Mikal (BKN)",2023,MIP
Howard Beck,PBWA/GQ,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)",2023,MIP
Stefan Bondy,New York Daily News,"Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)","Markkanen, Lauri (UTA)",2023,MIP
Tim Bontemps,ESPN,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
Rod Boone,Charlotte Observer,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Monk, Malik (SAC)",2023,MIP
Chris Broussard,Fox Sports,"Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)","Bridges, Mikal (BKN)",2023,MIP
Ric Bucher,FS1,"Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)","Gilgeous-Alexander, Shai (OKC)",2023,MIP
Jovan Buha,The Athletic,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)",2023,MIP
Doris Burke,ESPN,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Claxton, Nic (BKN)",2023,MIP
Callie Caplan,Dallas Morning News,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
Shams Charania,The Athletic/Stadium,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Haliburton, Tyrese (IND)",2023,MIP
Anthony Chiang,Miami Herald,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Claxton, Nic (BKN)",2023,MIP
Damichael Cole,Memphis Commercial Appeal,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Bridges, Mikal (BKN)",2023,MIP
Jamal Collier,ESPN,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Bridges, Mikal (BKN)",2023,MIP
Antoni Daimiel,Movistar+,"Bridges, Mikal (BKN)","Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)",2023,MIP
Dan Devine,Yahoo! Sports,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)",2023,MIP
Chris Fedor,Cleveland.com,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Haliburton, Tyrese (IND)",2023,MIP
Aaron Fentress,The Oregonian,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
Mike Ganter,The Toronto Sun,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Bridges, Mikal (BKN)",2023,MIP
Brian Geltzeiler,Sirius Radio,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
Vince Goodwill,Yahoo! Sports,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Murphy III, Trey (NOP)",2023,MIP
Michael Grange,Rogers Sportsnet,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)",2023,MIP
Jared Greenberg,WarnerMedia,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
Mike Greenberg,ESPN,"Brunson, Jalen (NYK)","Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)",2023,MIP
Will Guillory,The Athletic,"Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)","Bridges, Mikal (BKN)",2023,MIP
Zach Harper,The Athletic,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Haliburton, Tyrese (IND)",2023,MIP
Max Haupt,DPA,"Haliburton, Tyrese (IND)","Markkanen, Lauri (UTA)","Reaves, Austin (LAL)",2023,MIP
Kurt Helin,NBCSports.com,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Haliburton, Tyrese (IND)",2023,MIP
Chris Herring,Sports Illustrated,"Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)","Bridges, Mikal (BKN)",2023,MIP
Adam Himmelsbach,Boston Globe,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Bridges, Mikal (BKN)",2023,MIP
Cassidy Hubbarth,ESPN,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
Kelly Iko,The Athletic,"Brunson, Jalen (NYK)","Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)",2023,MIP
Frank Isola,Sirius Radio,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Claxton, Nic (BKN)",2023,MIP
Mark Jackson,ESPN,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)",2023,MIP
Ernie Johnson,WarnerMedia,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)",2023,MIP
Jason Jones,The Athletic,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
Madeline Kenney,Bay Area News Group,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Bridges, Mikal (BKN)",2023,MIP
Marc Kestecher,ESPN,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)",2023,MIP
Andy Larsen,Salt Lake Tribune,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Haliburton, Tyrese (IND)",2023,MIP
Kristen Ledlow,WarnerMedia,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Bridges, Mikal (BKN)",2023,MIP
Adam Lefkoe,WarnerMedia,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
Brian Lewis,New York Post,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Bridges, Mikal (BKN)",2023,MIP
Zach Lowe,ESPN,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
Brian Mahoney,Associated Press,"Brunson, Jalen (NYK)","Markkanen, Lauri (UTA)","Claxton, Nic (BKN)",2023,MIP
Rob Mahoney,The Ringer,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Bridges, Mikal (BKN)",2023,MIP
Chris Mannix,Sports Illustrated,"Markkanen, Lauri (UTA)","Claxton, Nic (BKN)","Gilgeous-Alexander, Shai (OKC)",2023,MIP
Jeff McDonald,San Antonio Express-News,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)",2023,MIP
Dave McMenamin,ESPN,"Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)","Bridges, Mikal (BKN)",2023,MIP
Chao Meng,Tencent,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Claxton, Nic (BKN)",2023,MIP
Yoko Miyaji,Sports Graphic Number,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Reaves, Austin (LAL)",2023,MIP
Yoav Modai,Sport 5,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
Joe Mussatto,The Oklahoman,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
Rachel Nichols,Showtime,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)",2023,MIP
Kevin O'Connor,The Ringer,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
James Owczarski,Milwaukee Journal Sentinel,"Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)","Gilgeous-Alexander, Shai (OKC)",2023,MIP
Dave Pasch,ESPN,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
Kevin Pelton,ESPN,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Haliburton, Tyrese (IND)",2023,MIP
Kendrick Perkins,ESPN,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)",2023,MIP
Michael Pina,The Ringer,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Claxton, Nic (BKN)",2023,MIP
Keith Pompey,Philadelphia Inquirer,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Bridges, Mikal (BKN)",2023,MIP
Shaun Powell,NBA.com,"Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)","Claxton, Nic (BKN)",2023,MIP
Khobi Price,Orlando Sentinel,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Bridges, Mikal (BKN)",2023,MIP
Duane Rankin,Arizona Republic,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Bridges, Mikal (BKN)",2023,MIP
Stephanie Ready,WarnerMedia,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Murphy III, Trey (NOP)",2023,MIP
JJ Redick,ESPN,"Markkanen, Lauri (UTA)","Claxton, Nic (BKN)","Bridges, Mikal (BKN)",2023,MIP
Bill Reiter,CBSSports.com,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
Remi Reverchon,beIN Sports,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)",2023,MIP
Tim Reynolds,Associated Press,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
Josh Robbins,The Athletic,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
Melissa Rohlin,Fox Sports,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Claxton, Nic (BKN)",2023,MIP
Taylor Rooks,Bleacher Report,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)",2023,MIP
Jalen Rose,ESPN,"Brunson, Jalen (NYK)","Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)",2023,MIP
Ryen Russillo,The Ringer,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
Omari Sankofa,Detroit Free Press,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
John Schuhmann,NBA.com,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Haliburton, Tyrese (IND)",2023,MIP
Dennis Scott,WarnerMedia,"Markkanen, Lauri (UTA)","Fox, De'Aaron (SAC)","Gordon, Aaron (DEN)",2023,MIP
Ramona Shelburne,ESPN,"Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)","Bridges, Mikal (BKN)",2023,MIP
Bill Simmons,The Ringer,"Markkanen, Lauri (UTA)","Claxton, Nic (BKN)","Murphy III, Trey (NOP)",2023,MIP
Mike Singer,Denver Post,"Markkanen, Lauri (UTA)","Haliburton, Tyrese (IND)","Bridges, Mikal (BKN)",2023,MIP
Anthony Slater,The Athletic,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Haliburton, Tyrese (IND)",2023,MIP
Doug Smith,The Toronto Star,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)",2023,MIP
Stephen A. Smith,ESPN,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Bridges, Mikal (BKN)",2023,MIP
Steve Smith,WarnerMedia,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
Seerat Sohi,The Ringer,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Bridges, Mikal (BKN)",2023,MIP
Justin Termine,Sirius Radio,"Markkanen, Lauri (UTA)","Claxton, Nic (BKN)","Bridges, Mikal (BKN)",2023,MIP
Stan Van Gundy,WarnerMedia,"Murphy III, Trey (NOP)","Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)",2023,MIP
Joe Vardon,The Athletic,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
David Villafranca,EFE News,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Bridges, Mikal (BKN)",2023,MIP
Gary Washburn,Boston Globe,"Markkanen, Lauri (UTA)","Bridges, Mikal (BKN)","Claxton, Nic (BKN)",2023,MIP
Michael Wilbon,ESPN,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
Brian Windhorst,ESPN,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Bridges, Mikal (BKN)",2023,MIP
Matt Winer,WarnerMedia,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Brunson, Jalen (NYK)",2023,MIP
Michael C. Wright,NBA.com,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)",2023,MIP
Ohm Youngmisuk,ESPN,"Gilgeous-Alexander, Shai (OKC)","Markkanen, Lauri (UTA)","Brunson, Jalen (NYK)",2023,MIP
Jeff Zillgitt,USA Today,"Markkanen, Lauri (UTA)","Gilgeous-Alexander, Shai (OKC)","Jackson Jr., Jaren (MEM)",2023,MIP
Adam Himmelsbach,Boston Globe,"Morant, Ja (MEM)","Garland, Darius (CLE)","Maxey, Tyrese (PHI)",2022,MIP
Anthony Chiang,Miami Herald,"Morant, Ja (MEM)","Garland, Darius (CLE)","Murray, Dejounte (SAS)",2022,MIP
