voter_name,affiliation,first_place_five_pts,second_place_three_pts,third_place_one_pt,year,award
Jason Kosmicki,Altitude Radio Network,"Barton, Will -- DEN","Anderson, Ryan -- NOP","Kanter, Enes -- OKC",2016,SMOY
David Wesley,Fox Sports New Orleans,"Barton, Will -- DEN","Anderson, Ryan -- NOP","Lin, Jeremy -- CHA",2016,SMOY
Eddie Sefko,Dallas Morning News,"Crawford, Jamal -- LAC","Anderson, Ryan -- NOP","Iguodala, Andre -- GS",2016,SMOY
Brian Sieman,The Beast 980,"Crawford, Jamal -- LAC","Anderson, Ryan -- NOP","Kanter, Enes -- OKC",2016,SMOY
Jason Lieser,Palm Beach Post,"Iguodala, Andre -- GS","Anderson, Ryan -- NOP","Barton, Will -- DEN",2016,SMOY
Jeff Zillgitt,USA Today,"Iguodala, Andre -- GS","Anderson, Ryan -- NOP","Crawford, Jamal -- LAC",2016,SMOY
Mike Crispino,MSG Network,"Turner, Evan -- BOS","Barea, Jose Juan -- DAL","Schroder, Dennis -- ATL",2016,SMOY
Jason Quick,Comcast SportsNet NW,"Anderson, Ryan -- NOP","Barton, Will -- DEN","Kanter, Enes -- OKC",2016,SMOY
Jody Genessy,Deseret News,"Crawford, Jamal -- LAC","Barton, Will -- DEN","Iguodala, Andre -- GS",2016,SMOY
Rod Beard,Detroit News,"Crawford, Jamal -- LAC","Barton, Will -- DEN","Turner, Evan -- BOS",2016,SMOY
Dennis Neumann,ESPN 580 AM,"Crawford, Jamal -- LAC","Barton, Will -- DEN","Anderson, Ryan -- NOP",2016,SMOY
Kevin Calabro,ESPN Radio,"Crawford, Jamal -- LAC","Barton, Will -- DEN","Livingston, Shaun -- GS",2016,SMOY
Jim Petersen,Fox Sports North,"Crawford, Jamal -- LAC","Barton, Will -- DEN","Iguodala, Andre -- GS",2016,SMOY
Andre Aldridge,Fox Sports South,"Crawford, Jamal -- LAC","Barton, Will -- DEN","Kanter, Enes -- OKC",2016,SMOY
Walt Frazier,MSG Network,"Crawford, Jamal -- LAC","Barton, Will -- DEN","Lin, Jeremy -- CHA",2016,SMOY
Chris Haynes,Northeast Ohio Media Group/Cleveland.com,"Crawford, Jamal -- LAC","Barton, Will -- DEN","LaVine, Zach -- MIN",2016,SMOY
Frank Isola,Sirius Radio/New York Daily News,"Crawford, Jamal -- LAC","Barton, Will -- DEN","Turner, Evan -- BOS",2016,SMOY
Bill Simmons,Bill Simmons Podcast/HBO,"Iguodala, Andre -- GS","Barton, Will -- DEN","Livingston, Shaun -- GS",2016,SMOY
Doris Burke,ESPN,"Iguodala, Andre -- GS","Barton, Will -- DEN","Crawford, Jamal -- LAC",2016,SMOY
Zach Lowe,ESPN.com,"Iguodala, Andre -- GS","Barton, Will -- DEN","Davis, Ed -- POR",2016,SMOY
Bill Land,Fox Sports Southwest,"Iguodala, Andre -- GS","Barton, Will -- DEN","Turner, Evan -- BOS",2016,SMOY
Jim Paschke,Fox Sports Wisconsin,"Iguodala, Andre -- GS","Barton, Will -- DEN","Kanter, Enes -- OKC",2016,SMOY
Jonathan Feigen,Houston Chronicle,"Iguodala, Andre -- GS","Barton, Will -- DEN","Crawford, Jamal -- LAC",2016,SMOY
Bill Oram,Orange County Register,"Iguodala, Andre -- GS","Barton, Will -- DEN","Crawford, Jamal -- LAC",2016,SMOY
John Denton,OrlandoMagic.com,"Iguodala, Andre -- GS","Barton, Will -- DEN","Crabbe, Allen -- POR",2016,SMOY
Glenn Consor,106.7 The Fan,"Kanter, Enes -- OKC","Barton, Will -- DEN","Crawford, Jamal -- LAC",2016,SMOY
Bill Schoening,WOAI Radio,"Kanter, Enes -- OKC","Barton, Will -- DEN","Turner, Evan -- BOS",2016,SMOY
Sean Deveney,The Sporting News,"Schroder, Dennis -- ATL","Barton, Will -- DEN","Kanter, Enes -- OKC",2016,SMOY
Michelle Beadle,ABC/ESPN,"Williams, Lou (LAC)","Barton, Will (DEN)","Gordon, Eric (HOU)",2018,SMOY
Joe Cowley,Chicago Sun‐Times,"Williams, Lou (LAC)","Barton, Will (DEN)","Gordon, Eric (HOU)",2018,SMOY
Gina Mizell,Denver Post,"Williams, Lou (LAC)","Barton, Will (DEN)","Gordon, Eric (HOU)",2018,SMOY
Rod Beard,Detroit News,"Williams, Lou (LAC)","Barton, Will (DEN)","Gordon, Eric (HOU)",2018,SMOY
Chris Haynes,ESPN.com,"Williams, Lou (LAC)","Barton, Will (DEN)","Gordon, Eric (HOU)",2018,SMOY
Thales Soares,Globoesporte.com,"Williams, Lou (LAC)","Barton, Will (DEN)","Rozier, Terry (BOS)",2018,SMOY
Manny Navarro,Miami Herald,"Williams, Lou (LAC)","Barton, Will (DEN)","Olynyk, Kelly (MIA)",2018,SMOY
Paul Flannery,SB Nation,"Williams, Lou (LAC)","Barton, Will (DEN)","Gordon, Eric (HOU)",2018,SMOY
Elliott Teaford,Southern California News Group,"Williams, Lou (LAC)","Barton, Will (DEN)","Gordon, Eric (HOU)",2018,SMOY
Rob Mahoney,Sports Illustrated,"Williams, Lou (LAC)","Barton, Will (DEN)","Mbah a Moute, Luc (HOU)",2018,SMOY
Stacey King,Comcast SportsNet Chicago,"Thomas, Isaiah -- BOS","Brewer, Corey -- HOU","Thompson, Tristan -- CLE",2015,SMOY
Richard Walker,Gaston Gazette,"Williams, Lou (LAC)","Clarkson, Jordan (CLE)","Gordon, Eric (HOU)",2018,SMOY
Chris Marlowe,Altitude Sports & Entertainment,"Barton, Will -- DEN","Collison, Darren -- SAC","Crawford, Jamal -- LAC",2016,SMOY
Eric Hasseltine,92.9 FM ESPN/680 AM ESPN,"Anderson, Ryan -- NOP","Crawford, Jamal -- LAC","Lin, Jeremy -- CHA",2016,SMOY
Dwain Price,Ft. Worth Star Telegam,"Anderson, Ryan -- NOP","Crawford, Jamal -- LAC","Kanter, Enes -- OKC",2016,SMOY
Ken Berger,CBSSports.com,"Barton, Will -- DEN","Crawford, Jamal -- LAC","Kanter, Enes -- OKC",2016,SMOY
Steve Buckhantz,Comcast SportsNet Mid-Atlantic,"Barton, Will -- DEN","Crawford, Jamal -- LAC","Kanter, Enes -- OKC",2016,SMOY
Jon Barry,ESPN Radio,"Barton, Will -- DEN","Crawford, Jamal -- LAC","Iguodala, Andre -- GS",2016,SMOY
Antonio Harvey,Fox Sports Radio/620AM,"Barton, Will -- DEN","Crawford, Jamal -- LAC","Anderson, Ryan -- NOP",2016,SMOY
Mike Breen,ABC Sports,"Iguodala, Andre -- GS","Crawford, Jamal -- LAC","Kanter, Enes -- OKC",2016,SMOY
John Krawczynski,Associated Press,"Iguodala, Andre -- GS","Crawford, Jamal -- LAC","Thompson, Tristan -- CLE",2016,SMOY
Diamond Leung,Bay Area News Group,"Iguodala, Andre -- GS","Crawford, Jamal -- LAC","Barton, Will -- DEN",2016,SMOY
Dave McMenamin,ESPN.com,"Iguodala, Andre -- GS","Crawford, Jamal -- LAC","Thompson, Tristan -- CLE",2016,SMOY
Ron Tillery,Memphis Commercial Appeal,"Iguodala, Andre -- GS","Crawford, Jamal -- LAC","Barton, Will -- DEN",2016,SMOY
Fran Blinebury,NBA.com,"Iguodala, Andre -- GS","Crawford, Jamal -- LAC","Williams, Lou -- TOR",2015,SMOY
Rusty Simmons,San Francisco Chronicle,"Iguodala, Andre -- GS","Crawford, Jamal -- LAC","Anderson, Ryan -- NOP",2016,SMOY
Alan Horton,WCCO 830-AM,"Iguodala, Andre -- GS","Crawford, Jamal -- LAC","Turner, Evan -- BOS",2016,SMOY
Chris Carrino,WFAN (660),"Iguodala, Andre -- GS","Crawford, Jamal -- LAC","Lin, Jeremy -- CHA",2016,SMOY
Tim Capstraw,WFAN (660),"Iguodala, Andre -- GS","Crawford, Jamal -- LAC","Barea, Jose Juan -- DAL",2016,SMOY
Gary Gerould,Comcast SportsNet-CA,"Kanter, Enes -- OKC","Crawford, Jamal -- LAC","Iguodala, Andre -- GS",2016,SMOY
Chris Dempsey,Denver Post,"Kanter, Enes -- OKC","Crawford, Jamal -- LAC","Barton, Will -- DEN",2016,SMOY
Vince Ellis,Detroit Free Press,"Kanter, Enes -- OKC","Crawford, Jamal -- LAC","Barton, Will -- DEN",2016,SMOY
Brian Davis,Fox Sports Oklahoma,"Kanter, Enes -- OKC","Crawford, Jamal -- LAC","Iguodala, Andre -- GS",2016,SMOY
Michael Cage,Fox Sports Oklahoma,"Kanter, Enes -- OKC","Crawford, Jamal -- LAC","Iguodala, Andre -- GS",2016,SMOY
Jason Jones,Sacramento Bee,"Kanter, Enes -- OKC","Crawford, Jamal -- LAC","Iguodala, Andre -- GS",2016,SMOY
Chris Sheridan,Sheridanhoops.com,"Kanter, Enes -- OKC","Crawford, Jamal -- LAC","Barton, Will -- DEN",2016,SMOY
Ernie Johnson,TNT,"Kanter, Enes -- OKC","Crawford, Jamal -- LAC","Barton, Will -- DEN",2016,SMOY
Ramona Shelburne,ESPN.com,"Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC","Williams, Lou -- TOR",2015,SMOY
Stephanie Ready,Fox Sports Carolinas/SportSouth,"Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC","Williams, Lou -- TOR",2015,SMOY
Chris Haynes,Northeast Ohio Media Group/Cleveland.com,"Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC","Williams, Lou -- TOR",2015,SMOY
Ron Boone,ROOT Sports,"Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC","Iguodala, Andre -- GS",2015,SMOY
Bill Schoening,WOAI Radio,"Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC","Williams, Lou -- TOR",2015,SMOY
Glenn Consor,106.7 The Fan,"Williams, Lou -- TOR","Crawford, Jamal -- LAC","Kaman, Chris -- POR",2015,SMOY
Sam Smith,Bulls.com,"Williams, Lou -- TOR","Crawford, Jamal -- LAC","Iguodala, Andre -- GS",2015,SMOY
Jabari Young,Comcast SportsNet NW,"Williams, Lou -- TOR","Crawford, Jamal -- LAC","Thomas, Isaiah -- BOS",2015,SMOY
Eddie Sefko,Dallas Morning News,"Williams, Lou -- TOR","Crawford, Jamal -- LAC","Thompson, Tristan -- CLE",2015,SMOY
Chris Denari,Fox Sports Indiana,"Williams, Lou -- TOR","Crawford, Jamal -- LAC","Thomas, Isaiah -- BOS",2015,SMOY
Joel Meyers,Fox Sports New Orleans,"Williams, Lou -- TOR","Crawford, Jamal -- LAC","Morrow, Anthony -- OKC",2015,SMOY
Bob Rathbun,Fox Sports South,"Williams, Lou -- TOR","Crawford, Jamal -- LAC","Iguodala, Andre -- GS",2015,SMOY
Candace Buckner,Indianapolis Star,"Williams, Lou -- TOR","Crawford, Jamal -- LAC","Thomas, Isaiah -- BOS",2015,SMOY
Al Iannazzone,Newsday,"Williams, Lou -- TOR","Crawford, Jamal -- LAC","Thomas, Isaiah -- BOS",2015,SMOY
Ira Winderman,South Florida Sun Sentinel,"Williams, Lou -- TOR","Crawford, Jamal -- LAC","Speights, Marreese -- GS",2015,SMOY
David Aldridge,TNT,"Williams, Lou -- TOR","Crawford, Jamal -- LAC","Thomas, Isaiah -- BOS",2015,SMOY
Eric Smith,TSN 1050/Sportsnet 590 The Fan,"Williams, Lou -- TOR","Crawford, Jamal -- LAC","Thomas, Isaiah -- BOS",2015,SMOY
Jalen Rose,ABC/ESPN,"Gordon, Eric (Hou.)","Crawford, Jamal (LA-C)","Williams, Lou (Hou.)",2017,SMOY
Eddie Sefko,Dallas Morning News,"Gordon, Eric (Hou.)","Crawford, Jamal (LA-C)","Williams, Lou (Hou.)",2017,SMOY
Steve Smith,Turner,"Gordon, Eric (Hou.)","Crawford, Jamal (LA-C)","Williams, Lou (Hou.)",2017,SMOY
Neil Funk,Comcast SportsNet Chicago,"Barton, Will -- DEN","Davis, Ed -- POR","Crawford, Jamal -- LAC",2016,SMOY
Andy Vasquez,Bergen Record,"Iguodala, Andre -- GS","Davis, Ed -- POR","Kanter, Enes -- OKC",2016,SMOY
Jim Barnett,Comcast SportsNet Bay Area,"Iguodala, Andre -- GS","Davis, Ed -- POR","Barton, Will -- DEN",2016,SMOY
Kevin Arnovitz,ESPN.com,"Iguodala, Andre -- GS","Davis, Ed -- POR","Thompson, Tristan -- CLE",2016,SMOY
Eric Collins,Hornets Radio,"Thompson, Tristan -- CLE","Davis, Ed -- POR","Kanter, Enes -- OKC",2016,SMOY
Brian Scalabrine,Comcast SportsNet New England,"Crawford, Jamal -- LAC","Diaw, Boris -- SA","Livingston, Shaun -- GS",2016,SMOY
Eric Woodyard,Deseret News,"Williams, Lou (LAC)","Dinwiddie, Spencer (BKN)","Morris, Monte (DEN)",2019,SMOY
Anthony Slater,The Athletic,"Williams, Lou (LAC)","Dinwiddie, Spencer (BKN)","Harrell, Montrezl (LAC)",2019,SMOY
Casey Stern,Turner Sports,"Williams, Lou (LAC)","Dinwiddie, Spencer (BKN)","Harrell, Montrezl (LAC)",2019,SMOY
Rod Beard,Detroit News,"Williams, Lou (LAC)","Dinwiddie, Spencer (BKN)","Sabonis, Domantas (IND)",2019,SMOY
Amin Elhassan,ESPN,"Williams, Lou (LAC)","Dinwiddie, Spencer (BKN)","Sabonis, Domantas (IND)",2019,SMOY
Keith Pompey,Philadelphia Inqurier and Daily News,"Williams, Lou (LAC)","Dinwiddie, Spencer (BKN)","Sabonis, Domantas (IND)",2019,SMOY
Michael Grange,Rogers Sportsnet,"Williams, Lou (LAC)","Dinwiddie, Spencer (BKN)","Sabonis, Domantas (IND)",2019,SMOY
Frank Isola,Sirius Radio/The Athletic,"Williams, Lou (LAC)","Dinwiddie, Spencer (BKN)","Sabonis, Domantas (IND)",2019,SMOY
Tim Reynolds,Associated Press,"Williams, Lou (LAC)","Ellington, Wayne (MIA)","Belinelli, Marco (PHI)",2018,SMOY
Ron Tillery,Memphis Commercial Appeal,"Crawford, Jamal -- LAC","Ginobili, Manu -- SA","Thomas, Isaiah -- BOS",2015,SMOY
Mike Rice,Comcast SportsNet NW,"Iguodala, Andre -- GS","Ginobili, Manu -- SA","Gibson, Taj -- CHI",2015,SMOY
Tim Bontemps,New York Post,"Iguodala, Andre -- GS","Ginobili, Manu -- SA","Williams, Lou -- TOR",2015,SMOY
TJ Manotoc,ABC-CBN,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Johnson, James (Mia.)",2017,SMOY
Michael Wilbon,ABC/ESPN,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Randolph, Zach (Mem.)",2017,SMOY
Rachel Nichols,ABC/ESPN,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Johnson, James (Mia.)",2017,SMOY
Doug Haller,Arizona Republic,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Crawford, Jamal (LA-C)",2017,SMOY
Anthony Slater,Bay Area News Group,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Mills, Patty (S.A.)",2017,SMOY
KC Johnson,Chicago Tribune,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Johnson, James (Mia.)",2017,SMOY
Rod Beard,Detroit News,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Monroe, Greg (Mil.)",2017,SMOY
Jon Barry,ESPN Radio,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Williams, Lou (Hou.)",2017,SMOY
Jackie MacMullan,ESPN.com,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Williams, Lou (Hou.)",2017,SMOY
Justin Verrier,ESPN.com,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Monroe, Greg (Mil.)",2017,SMOY
Zach Lowe,ESPN.com,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Johnson, James (Mia.)",2017,SMOY
Nira Khurana,Excelsior,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Randolph, Zach (Mem.)",2017,SMOY
Jerry Zgoda,Minneapolis Star-Tribune,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Kanter, Enes (OKC.)",2017,SMOY
Antoni Daimiel,Moviestar+,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Johnson, James (Mia.)",2017,SMOY
Lang Whitaker,NBA.com,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Crawford, Jamal (LA-C)",2017,SMOY
Steve Aschburner,NBA.com,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Randolph, Zach (Mem.)",2017,SMOY
Kurt Helin,NBCSports.com,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Williams, Lou (Hou.)",2017,SMOY
Brian Lewis,New York Post,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Monroe, Greg (Mil.)",2017,SMOY
Marcelo Nogueira,Ole,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Mills, Patty (S.A.)",2017,SMOY
Michael Grange,Rogers Sportsnet,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Randolph, Zach (Mem.)",2017,SMOY
Ailene Voisin,Sacramento Bee,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Mills, Patty (S.A.)",2017,SMOY
Jason Jones,Sacramento Bee,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Mills, Patty (S.A.)",2017,SMOY
Tony Jones,Salt Lake Tribune,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Crawford, Jamal (LA-C)",2017,SMOY
Jeff McDonald,San Antonio Express-News,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Williams, Lou (Hou.)",2017,SMOY
Yoko Miyaji,Sports Graphic Number,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Johnson, James (Mia.)",2017,SMOY
Andrew Sharp,Sports Illustrated,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Williams, Lou (Hou.)",2017,SMOY
Lisa Shen Yang,Tencent,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Monroe, Greg (Mil.)",2017,SMOY
Joe Freeman,The Oregonian,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Johnson, James (Mia.)",2017,SMOY
Kevin O'Connor,The Ringer,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Monroe, Greg (Mil.)",2017,SMOY
Ryan Wolstat,Toronto Sun,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Johnson, James (Mia.)",2017,SMOY
David Aldridge,Turner,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Williams, Lou (Hou.)",2017,SMOY
Kevin Harlan,Turner,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Monroe, Greg (Mil.)",2017,SMOY
Kristen Ledlow,Turner,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Johnson, James (Mia.)",2017,SMOY
Jeff Zillgitt,USA Today,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Monroe, Greg (Mil.)",2017,SMOY
Matt Winer,Turner,"Kanter, Enes (OKC.)","Gordon, Eric (Hou.)","Randolph, Zach (Mem.)",2017,SMOY
Gary Washburn,Boston Globe,"Williams, Lou (Hou.)","Gordon, Eric (Hou.)","Johnson, James (Mia.)",2017,SMOY
Richard Walker,Gaston Gazette,"Williams, Lou (Hou.)","Gordon, Eric (Hou.)","Mills, Patty (S.A.)",2017,SMOY
Chris Webber,Turner,"Williams, Lou (Hou.)","Gordon, Eric (Hou.)","Randolph, Zach (Mem.)",2017,SMOY
Ernie Johnson,Turner,"Williams, Lou (Hou.)","Gordon, Eric (Hou.)","Kanter, Enes (OKC.)",2017,SMOY
Reggie Miller,Turner,"Williams, Lou (Hou.)","Gordon, Eric (Hou.)","Kanter, Enes (OKC.)",2017,SMOY
Doris Burke,ABC/ESPN,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Mark Jackson,ABC/ESPN,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Rozier, Terry (BOS)",2018,SMOY
Michael Wilbon,ABC/ESPN,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Ellington, Wayne (MIA)",2018,SMOY
Mike Breen,ABC/ESPN,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
TJ Manotoc,ABS‐CBN,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Ellington, Wayne (MIA)",2018,SMOY
Brian Mahoney,Associated Press,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Howard Beck,Bleacher Report,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Ric Bucher,Bleacher Report,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Weiping Zhang,CCTV,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Hood, Rodney (CLE)",2018,SMOY
KC Johnson,Chicago Tribune,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Eddie Sefko,Dallas Morning News,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barea, J.J. (DAL)",2018,SMOY
Cassidy Hubbarth,ESPN,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Jon Barry,ESPN Radio,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Mirotic, Nikola (NOP)",2018,SMOY
Marc Kestecher,ESPN Radio,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Amin Elhassan,ESPN.com,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Brian Windhorst,ESPN.com,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Dave McMenamin,ESPN.com,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Jackie MacMullan,ESPN.com,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Kevin Arnovitz,ESPN.com,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Ramona Shelburne,ESPN.com,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Royce Young,ESPN.com,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Zach Lowe,ESPN.com,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Nira Khurana,Excelsior,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Chris Broussard,Fox Sports,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Clifton Brown,Indianapolis Star,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Davide Chinellato,La Gazzetta dello Sport,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Ron Tillery,Memphis Commercial Appeal,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Matt Velazquez,Milwaukee Journal Sentinel,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Jerry Zgoda,Minneapolis Star Tribune,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
John Schuhmann,NBA.com,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Sekou Smith,NBA.com,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Steve Aschburner,NBA.com,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Vincent Goodwill,NBC Sports Chicago,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Satoransky, Tomas (WAS)",2018,SMOY
Jason Quick,NBC Sports Northwest,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Clarkson, Jordan (CLE)",2018,SMOY
Kurt Helin,NBCSports.com,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Chase Hughes,NBCSportsWashington.com,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Kuzma, Kyle (IND)",2018,SMOY
Stefan Bondy,New York Daily News,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Marc Berman,New York Post,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Greg Logan,Newsday,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Bill Oram,Orange County Register,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Keith Pompey,Philadelphia Inquirer,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Michael Grange,Rogers Sportsnet,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Ailene Voisin,Sacramento Bee,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Jason Jones,Sacramento Bee,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Jeff McDonald,San Antonio Express‐News,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Connor Letourneau,San Francisco Chronicle,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Justin Termine,Sirius Radio,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Flavio Tranquillo,Sky Italia,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Poeltl, Jakob (TOR)",2018,SMOY
Andrew Sharp,Sports Illustrated,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Lee Jenkins,Sports Illustrated,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Lisa Shen Yang,Tencent,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Jason Lloyd,The Athletic,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Brett Dawson,The Oklahoman,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Bill Simmons,The Ringer,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Kevin O'Connor,The Ringer,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Mike Ganter,Toronto Sun,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Chris Webber,Turner,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Kuzma, Kyle (IND)",2018,SMOY
David Aldridge,Turner,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Mirotic, Nikola (NOP)",2018,SMOY
Dennis Scott,Turner,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
Ernie Johnson,Turner,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Greg Anthony,Turner,"Williams, Lou (LAC)","Gordon, Eric (HOU)","Barton, Will (DEN)",2018,SMOY
