voter_name,affiliation,year,award,player,points_given,num_ballots,tot_pts,avg_pts,abs_pt_diff,sq_pt_diff
Mike Tirico,ESPN,2016,DPOY,Draymond Green,5,130,421,3.2248062015503876,1.7751937984496124,3.151313022053963
Paul Coro,The Arizona Republic,2016,DPOY,Paul Millsap,1,130,21,0.15503875968992248,0.8449612403100775,0.7139594976263445
Pete Pranica,Fox Sports Southeast,2016,DPOY,Kawhi Leonard,5,130,547,4.2015503875969,0.7984496124031004,0.6375217835466613
Phil Chenier,Comcast SportsNet Mid-Atlantic,2016,DPOY,Draymond Green,5,130,421,3.2248062015503876,1.7751937984496124,3.151313022053963
Ramona Shelburne,ESPN.com,2016,DPOY,Draymond Green,5,130,421,3.2248062015503876,1.7751937984496124,3.151313022053963
Ric Bucher,Bleacher Report,2016,DPOY,Draymond Green,5,130,421,3.2248062015503876,1.7751937984496124,3.151313022053963
Rick Bonnell,Charlotte Observer,2016,DPOY,Rudy Gobert,1,130,13,0.09302325581395349,0.9069767441860466,0.8226068144943214
Rod Beard,Detroit News,2016,DPOY,Draymond Green,5,130,421,3.2248062015503876,1.7751937984496124,3.151313022053963
Ron Boone,ROOT Sports,2016,DPOY,Kawhi Leonard,5,130,547,4.2015503875969,0.7984496124031004,0.6375217835466613
Ron Tillery,Memphis Commercial Appeal,2016,DPOY,Rudy Gobert,1,130,13,0.09302325581395349,0.9069767441860466,0.8226068144943214
Royce Young,ESPN.com,2016,DPOY,Al Horford,1,130,1,0,1,1
Sage Steele,ABC Sports,2016,DPOY,Kawhi Leonard,5,130,547,4.2015503875969,0.7984496124031004,0.6375217835466613
Sam Amick,USA Today,2016,DPOY,Draymond Green,5,130,421,3.2248062015503876,1.7751937984496124,3.151313022053963
Sam Smith,Bulls.com,2016,DPOY,Kawhi Leonard,1,130,547,4.232558139534884,3.232558139534884,10.449432125473232
Scott Hastings,Altitude Sports & Entertainment,2016,DPOY,DeAndre Jordan,3,130,50,0.3643410852713178,2.6356589147286824,6.946697914788776
Sean Deveney,The Sporting News,2016,DPOY,Rudy Gobert,1,130,13,0.09302325581395349,0.9069767441860466,0.8226068144943214
Sean Kelley,WRNO 99.5 FM,2016,DPOY,Draymond Green,5,130,421,3.2248062015503876,1.7751937984496124,3.151313022053963
Stephanie Ready,Fox Sports Carolinas/SportSouth,2016,DPOY,Draymond Green,5,130,421,3.2248062015503876,1.7751937984496124,3.151313022053963
Steve Aschburner,NBA.com,2016,DPOY,Kawhi Leonard,5,130,547,4.2015503875969,0.7984496124031004,0.6375217835466613
Steve Buckhantz,Comcast SportsNet Mid-Atlantic,2016,DPOY,Kawhi Leonard,5,130,547,4.2015503875969,0.7984496124031004,0.6375217835466613
Steve Holman,Hawks Radio Network,2016,DPOY,Paul Millsap,3,130,21,0.13953488372093023,2.86046511627907,8.182260681449433
Steve Martin,Fox Sports Carolinas/SportSouth,2016,DPOY,Kawhi Leonard,5,130,547,4.2015503875969,0.7984496124031004,0.6375217835466613
Steve Popper,The Record,2016,DPOY,Paul Millsap,1,130,21,0.15503875968992248,0.8449612403100775,0.7139594976263445
Ted Davis,WTMJ Radio,2016,DPOY,Avery Bradley,1,130,14,0.10077519379844961,0.8992248062015504,0.8086052520882159
Tim Kempton,KTAR Radio,2016,DPOY,Draymond Green,5,130,421,3.2248062015503876,1.7751937984496124,3.151313022053963
Tim Reynolds,Associated Press,2016,DPOY,Hassan Whiteside,3,130,83,0.6201550387596899,2.37984496124031,5.663662039540892
Tim Roye,KNBR Radio,2016,DPOY,Draymond Green,5,130,421,3.2248062015503876,1.7751937984496124,3.151313022053963
Tom McGinnis,Sixers Radio,2016,DPOY,Kawhi Leonard,5,130,547,4.2015503875969,0.7984496124031004,0.6375217835466613
Vince Ellis,Detroit Free Press,2016,DPOY,Hassan Whiteside,3,130,83,0.6201550387596899,2.37984496124031,5.663662039540892
Vincent Goodwill,CSNChicago.com,2016,DPOY,Paul Millsap,1,130,21,0.15503875968992248,0.8449612403100775,0.7139594976263445
Walt Frazier,MSG Network,2016,DPOY,Jae Crowder,1,130,1,0,1,1
Zach Lowe,ESPN.com,2016,DPOY,Draymond Green,5,130,421,3.2248062015503876,1.7751937984496124,3.151313022053963
Aaron Falk,Salt Lake Tribune,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Adam Himmelsbach,Boston Globe,2016,MIP,Kawhi Leonard,3,130,18,0.11627906976744186,2.883720930232558,8.315846403461329
Alan Horton,WCCO 830-AM,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Andre Aldridge,Fox Sports South,2016,MIP,Giannis Antetokounmpo,3,130,99,0.7441860465116279,2.255813953488372,5.088696592752839
Anthony Slater,The Oklahoman,2016,MIP,Giannis Antetokounmpo,3,130,99,0.7441860465116279,2.255813953488372,5.088696592752839
Bill Land,Fox Sports Southwest,2016,MIP,Stephen Curry,3,130,83,0.6201550387596899,2.37984496124031,5.663662039540892
Bill Oram,Orange County Register,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Bill Reiter,CBSSports.com,2016,MIP,Will Barton,3,130,62,0.4573643410852713,2.5426356589147288,6.464996093984737
Bill Schoening,WOAI Radio,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Bill Simmons,Bill Simmons Podcast/HBO,2016,MIP,Will Barton,3,130,62,0.4573643410852713,2.5426356589147288,6.464996093984737
Bob Fitzgerald,Comcast SportsNet Bay Area,2016,MIP,Draymond Green,3,130,43,0.31007751937984496,2.689922480620155,7.235682951745688
Bob Rathbun,Fox Sports South,2016,MIP,Stephen Curry,5,130,83,0.6046511627906976,4.395348837209302,19.319091400757163
Brendan Brown,MSG Network,2016,MIP,Will Barton,3,130,62,0.4573643410852713,2.5426356589147288,6.464996093984737
Brian Mahoney,Associated Press,2016,MIP,Draymond Green,5,130,43,0.29457364341085274,4.705426356589148,22.141037197283822
Brian Scalabrine,Comcast SportsNet New England,2016,MIP,Stephen Curry,5,130,83,0.6046511627906976,4.395348837209302,19.319091400757163
Brian Windhorst,ESPN.com,2016,MIP,Kawhi Leonard,5,130,18,0.10077519379844961,4.89922480620155,24.00240370170062
Candace Buckner,Indianapolis Star,2016,MIP,Kemba Walker,5,130,166,1.248062015503876,3.751937984496124,14.077038639504838
Charles Gardner,Milwaukee Journal Sentinel,2016,MIP,Giannis Antetokounmpo,3,130,99,0.7441860465116279,2.255813953488372,5.088696592752839
Chris Broussard,ESPN,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Chris Carrino,WFAN (660),2016,MIP,Giannis Antetokounmpo,3,130,99,0.7441860465116279,2.255813953488372,5.088696592752839
Chris Denari,Fox Sports Indiana,2016,MIP,Will Barton,3,130,62,0.4573643410852713,2.5426356589147288,6.464996093984737
Chris Marlowe,Altitude Sports & Entertainment,2016,MIP,Will Barton,3,130,62,0.4573643410852713,2.5426356589147288,6.464996093984737
Chris Sheridan,Sheridanhoops.com,2016,MIP,Stephen Curry,3,130,83,0.6201550387596899,2.37984496124031,5.663662039540892
Chuck Cooperstein,ESPN 103.3,2016,MIP,Hassan Whiteside,3,130,26,0.17829457364341086,2.8217054263565893,7.962021513130221
Chuck Swirsky,ESPN AM 1000,2016,MIP,Giannis Antetokounmpo,3,130,99,0.7441860465116279,2.255813953488372,5.088696592752839
Craig Ackerman,Sportstalk 790 AM,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Dan Woike,Orange County Register,2016,MIP,Kemba Walker,5,130,166,1.248062015503876,3.751937984496124,14.077038639504838
Dante Marchitelli,Fox Sports Florida,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Dave Johnson,106.7 The Fan,2016,MIP,Draymond Green,3,130,43,0.31007751937984496,2.689922480620155,7.235682951745688
David Aldridge,TNT,2016,MIP,Stephen Curry,5,130,83,0.6046511627906976,4.395348837209302,19.319091400757163
David Mayo,Mlive Media Group,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
David Wesley,Fox Sports New Orleans,2016,MIP,Will Barton,5,130,62,0.4418604651162791,4.558139534883721,20.776636019469986
Dennis Neumann,ESPN 580 AM,2016,MIP,Draymond Green,3,130,43,0.31007751937984496,2.689922480620155,7.235682951745688
Doris Burke,ESPN,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Doug Smith,The Toronto Star,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Dwain Price,Ft. Worth Star Telegam,2016,MIP,Hassan Whiteside,3,130,26,0.17829457364341086,2.8217054263565893,7.962021513130221
Eddie Johnson,Fox Sports Arizona,2016,MIP,Giannis Antetokounmpo,3,130,99,0.7441860465116279,2.255813953488372,5.088696592752839
Eric Hasseltine,92.9 FM ESPN/680 AM ESPN,2016,MIP,Isaiah Thomas,3,130,30,0.20930232558139536,2.7906976744186047,7.787993510005409
Eric Smith,TSN 1050/Sportsnet 590 The Fan,2016,MIP,Draymond Green,3,130,43,0.31007751937984496,2.689922480620155,7.235682951745688
Ernie Johnson,TNT,2016,MIP,Andre Drummond,3,130,11,0.06201550387596899,2.937984496124031,8.631752899465175
Fran Blinebury,NBA.com,2016,MIP,Isaiah Thomas,3,130,30,0.20930232558139536,2.7906976744186047,7.787993510005409
Frank Isola,Sirius Radio/New York Daily News,2016,MIP,Kemba Walker,5,130,166,1.248062015503876,3.751937984496124,14.077038639504838
Fred McLeod,Fox Sports Ohio,2016,MIP,Will Barton,3,130,62,0.4573643410852713,2.5426356589147288,6.464996093984737
Gary Gerould,Comcast SportsNet-CA,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Gary Washburn,Boston Globe,2016,MIP,Hassan Whiteside,3,130,26,0.17829457364341086,2.8217054263565893,7.962021513130221
Glenn Consor,106.7 The Fan,2016,MIP,Kemba Walker,5,130,166,1.248062015503876,3.751937984496124,14.077038639504838
Grant Napear,Comcast SportsNet-CA,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Howard Beck,Bleacher Report,2016,MIP,Giannis Antetokounmpo,3,130,99,0.7441860465116279,2.255813953488372,5.088696592752839
Hubie Brown,ESPN,2016,MIP,Hassan Whiteside,3,130,26,0.17829457364341086,2.8217054263565893,7.962021513130221
Ira Winderman,South Florida Sun Sentinel,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Israel Gutierrez,ESPN.com,2016,MIP,Jae Crowder,3,130,45,0.32558139534883723,2.6744186046511627,7.152514872904272
JA Adande,ESPN.com,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Jack Armstrong,SportsNet/TSN,2016,MIP,Hassan Whiteside,3,130,26,0.17829457364341086,2.8217054263565893,7.962021513130221
Jason Jones,Sacramento Bee,2016,MIP,Will Barton,3,130,62,0.4573643410852713,2.5426356589147288,6.464996093984737
Jason Kosmicki,Altitude Radio Network,2016,MIP,Gary Harris,5,130,6,0.007751937984496124,4.992248062015504,24.922540712697554
Jason Lieser,Palm Beach Post,2016,MIP,Hassan Whiteside,5,130,26,0.16279069767441862,4.837209302325581,23.398593834505135
Jason Lloyd,Akron Beacon Journal,2016,MIP,Giannis Antetokounmpo,3,130,99,0.7441860465116279,2.255813953488372,5.088696592752839
Jason Quick,Comcast SportsNet NW,2016,MIP,Jae Crowder,3,130,45,0.32558139534883723,2.6744186046511627,7.152514872904272
Jeff McDonald,San Antonio Express-News,2016,MIP,Giannis Antetokounmpo,3,130,99,0.7441860465116279,2.255813953488372,5.088696592752839
Jeff Zillgitt,USA Today,2016,MIP,Stephen Curry,3,130,83,0.6201550387596899,2.37984496124031,5.663662039540892
Jerry Zgoda,Minneapolis Star Tribune,2016,MIP,Giannis Antetokounmpo,5,130,99,0.7286821705426356,4.271317829457365,18.244156000240373
Jim Barnett,Comcast SportsNet Bay Area,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Jim Paschke,Fox Sports Wisconsin,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Jim Petersen,Fox Sports North,2016,MIP,Stephen Curry,5,130,83,0.6046511627906976,4.395348837209302,19.319091400757163
Jim Spanarkel,YES Network,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Jody Genessy,Deseret News,2016,MIP,Jae Crowder,3,130,45,0.32558139534883723,2.6744186046511627,7.152514872904272
Joe Freeman,The Oregonian,2016,MIP,Jae Crowder,3,130,45,0.32558139534883723,2.6744186046511627,7.152514872904272
Joel Meyers,Fox Sports New Orleans,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
John Denton,OrlandoMagic.com,2016,MIP,Draymond Green,5,130,43,0.29457364341085274,4.705426356589148,22.141037197283822
John Michael,Cavaliers Radio,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Jon Barry,ESPN Radio,2016,MIP,Rodney Hood,3,130,3,0,3,9
Jon Krawczynski,Associated Press,2016,MIP,Giannis Antetokounmpo,5,130,99,0.7286821705426356,4.271317829457365,18.244156000240373
Jonathan Feigen,Houston Chronicle,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Keith Pompey,Philadelphia Inquirer,2016,MIP,Isaiah Thomas,5,130,30,0.1937984496124031,4.8062015503875966,23.099573342948137
Ken Berger,CBSSports.com,2016,MIP,Draymond Green,3,130,43,0.31007751937984496,2.689922480620155,7.235682951745688
Kevin Arnovitz,ESPN.com,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Kevin Calabro,ESPN Radio,2016,MIP,Kemba Walker,5,130,166,1.248062015503876,3.751937984496124,14.077038639504838
Lang Whitaker,NBA.com,2016,MIP,Giannis Antetokounmpo,3,130,99,0.7441860465116279,2.255813953488372,5.088696592752839
Marc Berman,New York Post,2016,MIP,Will Barton,3,130,62,0.4573643410852713,2.5426356589147288,6.464996093984737
Marc Spears,The Undefeated,2016,MIP,Stephen Curry,3,130,83,0.6201550387596899,2.37984496124031,5.663662039540892
Marc Stein,ESPN.com,2016,MIP,Draymond Green,3,130,43,0.31007751937984496,2.689922480620155,7.235682951745688
Marc Zumoff,Sixers TV,2016,MIP,Giannis Antetokounmpo,5,130,99,0.7286821705426356,4.271317829457365,18.244156000240373
Mark Boyle,107.5/1070 The Fan,2016,MIP,Will Barton,3,130,62,0.4573643410852713,2.5426356589147288,6.464996093984737
Mark Followill,TXA-21/Fox Sports Net,2016,MIP,Kent Bazemore,3,130,4,0.007751937984496124,2.992248062015504,8.953548464635539
Mark Medina,LA Daily News,2016,MIP,Will Barton,3,130,62,0.4573643410852713,2.5426356589147288,6.464996093984737
Marv Albert,TNT,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Matt Bullard,Root Sports Southwest,2016,MIP,Stephen Curry,3,130,83,0.6201550387596899,2.37984496124031,5.663662039540892
Matt Winer,NBA TV,2016,MIP,Stephen Curry,3,130,83,0.6201550387596899,2.37984496124031,5.663662039540892
Michael Cage,Fox Sports Oklahoma,2016,MIP,Isaiah Thomas,3,130,30,0.20930232558139536,2.7906976744186047,7.787993510005409
Michael Smith,Prime Ticket,2016,MIP,Stephen Curry,5,130,83,0.6046511627906976,4.395348837209302,19.319091400757163
Michael Wilbon,ESPN,2016,MIP,Will Barton,3,130,62,0.4573643410852713,2.5426356589147288,6.464996093984737
Mike Breen,ABC Sports,2016,MIP,Will Barton,3,130,62,0.4573643410852713,2.5426356589147288,6.464996093984737
Mike Fratello,TNT,2016,MIP,Isaiah Thomas,5,130,30,0.1937984496124031,4.8062015503875966,23.099573342948137
Mike Gorman,Comcast SportsNet New England,2016,MIP,Jae Crowder,5,130,45,0.31007751937984496,4.689922480620155,21.995372874226312
Mike Monroe,The Rivard Report,2016,MIP,Giannis Antetokounmpo,3,130,99,0.7441860465116279,2.255813953488372,5.088696592752839
Mike Rice,Comcast SportsNet NW,2016,MIP,Will Barton,3,130,62,0.4573643410852713,2.5426356589147288,6.464996093984737
Mike Tirico,ESPN,2016,MIP,Giannis Antetokounmpo,3,130,99,0.7441860465116279,2.255813953488372,5.088696592752839
Neil Funk,Comcast SportsNet Chicago,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Paul Coro,The Arizona Republic,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Pete Pranica,Fox Sports Southeast,2016,MIP,Giannis Antetokounmpo,5,130,99,0.7286821705426356,4.271317829457365,18.244156000240373
Phil Chenier,Comcast SportsNet Mid-Atlantic,2016,MIP,Draymond Green,3,130,43,0.31007751937984496,2.689922480620155,7.235682951745688
Ralph Lawler,Prime Ticket,2016,MIP,Stephen Curry,3,130,83,0.6201550387596899,2.37984496124031,5.663662039540892
Ramona Shelburne,ESPN.com,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Ric Bucher,Bleacher Report,2016,MIP,Jae Crowder,3,130,45,0.32558139534883723,2.6744186046511627,7.152514872904272
Rick Bonnell,Charlotte Observer,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Rod Beard,Detroit News,2016,MIP,Andre Drummond,5,130,11,0.046511627906976744,4.953488372093023,24.53704705246079
Ron Boone,ROOT Sports,2016,MIP,Jae Crowder,3,130,45,0.32558139534883723,2.6744186046511627,7.152514872904272
Ron Tillery,Memphis Commercial Appeal,2016,MIP,Stephen Curry,3,130,83,0.6201550387596899,2.37984496124031,5.663662039540892
Royce Young,ESPN.com,2016,MIP,Stephen Curry,5,130,83,0.6046511627906976,4.395348837209302,19.319091400757163
Sage Steele,ABC Sports,2016,MIP,Giannis Antetokounmpo,3,130,99,0.7441860465116279,2.255813953488372,5.088696592752839
Sam Amick,USA Today,2016,MIP,Stephen Curry,3,130,83,0.6201550387596899,2.37984496124031,5.663662039540892
Sam Smith,Bulls.com,2016,MIP,Isaiah Thomas,5,130,30,0.1937984496124031,4.8062015503875966,23.099573342948137
Scott Hastings,Altitude Sports & Entertainment,2016,MIP,Will Barton,3,130,62,0.4573643410852713,2.5426356589147288,6.464996093984737
Sean Deveney,The Sporting News,2016,MIP,Giannis Antetokounmpo,3,130,99,0.7441860465116279,2.255813953488372,5.088696592752839
Sean Kelley,WRNO 99.5 FM,2016,MIP,Draymond Green,3,130,43,0.31007751937984496,2.689922480620155,7.235682951745688
Stacey King,Comcast SportsNet Chicago,2016,MIP,Will Barton,3,130,62,0.4573643410852713,2.5426356589147288,6.464996093984737
Stephanie Ready,Fox Sports Carolinas/SportSouth,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Steve Aschburner,NBA.com,2016,MIP,Kemba Walker,5,130,166,1.248062015503876,3.751937984496124,14.077038639504838
Steve Holman,Hawks Radio Network,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Steve Martin,Fox Sports Carolinas/SportSouth,2016,MIP,Kemba Walker,5,130,166,1.248062015503876,3.751937984496124,14.077038639504838
Ted Davis,WTMJ Radio,2016,MIP,Stephen Curry,3,130,83,0.6201550387596899,2.37984496124031,5.663662039540892
Tim Capstraw,WFAN (660),2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Tim Kempton,KTAR Radio,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Tim Reynolds,Associated Press,2016,MIP,Stephen Curry,5,130,83,0.6046511627906976,4.395348837209302,19.319091400757163
Tim Roye,KNBR Radio,2016,MIP,Stephen Curry,3,130,83,0.6201550387596899,2.37984496124031,5.663662039540892
Tom McGinnis,Sixers Radio,2016,MIP,Jae Crowder,3,130,45,0.32558139534883723,2.6744186046511627,7.152514872904272
Tony Fiorentino,Fox Sports Sun,2016,MIP,Hassan Whiteside,3,130,26,0.17829457364341086,2.8217054263565893,7.962021513130221
Vince Ellis,Detroit Free Press,2016,MIP,Jae Crowder,3,130,45,0.32558139534883723,2.6744186046511627,7.152514872904272
Walt Frazier,MSG Network,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Zach Lowe,ESPN.com,2016,MIP,Kemba Walker,3,130,166,1.2635658914728682,1.7364341085271318,3.015203413256415
Aaron Falk,Salt Lake Tribune,2016,MVP,Kawhi Leonard,7,131,634,4.823076923076923,2.176923076923077,4.738994082840238
Adam Himmelsbach,Boston Globe,2016,MVP,LeBron James,7,131,631,4.8,2.2,4.840000000000001
Adrian Chavarria,KEYH 850 AM,2016,MVP,Kawhi Leonard,7,131,634,4.823076923076923,2.176923076923077,4.738994082840238
Al Iannazzone,Newsday,2016,MVP,Kawhi Leonard,7,131,634,4.823076923076923,2.176923076923077,4.738994082840238
Alan Horton,WCCO 830-AM,2016,MVP,Kawhi Leonard,7,131,634,4.823076923076923,2.176923076923077,4.738994082840238
Andre Aldridge,Fox Sports South,2016,MVP,Chris Paul,3,131,107,0.8,2.2,4.840000000000001
Andy Vasquez,Bergen Record,2016,MVP,Kawhi Leonard,7,131,634,4.823076923076923,2.176923076923077,4.738994082840238
Anthony Slater,The Oklahoman,2016,MVP,Russell Westbrook,7,131,486,3.6846153846153844,3.3153846153846156,10.991775147928996
Antonio Harvey,Fox Sports Radio/620AM,2016,MVP,LeBron James,1,131,631,4.846153846153846,3.846153846153846,14.79289940828402
Bill Land,Fox Sports Southwest,2016,MVP,Kawhi Leonard,7,131,634,4.823076923076923,2.176923076923077,4.738994082840238
Bill Oram,Orange County Register,2016,MVP,Kawhi Leonard,7,131,634,4.823076923076923,2.176923076923077,4.738994082840238
Bill Reiter,CBSSports.com,2016,MVP,LeBron James,7,131,631,4.8,2.2,4.840000000000001
Bill Schoening,WOAI Radio,2016,MVP,Kawhi Leonard,7,131,634,4.823076923076923,2.176923076923077,4.738994082840238
Bill Simmons,Bill Simmons Podcast/HBO,2016,MVP,Draymond Green,3,131,50,0.36153846153846153,2.6384615384615384,6.961479289940828
Bill Worrell,Root Sports Southwest,2016,MVP,James Harden,5,131,9,0.03076923076923077,4.969230769230769,24.693254437869825
Bob Fitzgerald,Comcast SportsNet Bay Area,2016,MVP,Kevin Durant,5,131,147,1.0923076923076922,3.907692307692308,15.270059171597635
Bob Rathbun,Fox Sports South,2016,MVP,LeBron James,7,131,631,4.8,2.2,4.840000000000001
Brendan Brown,MSG Network,2016,MVP,Russell Westbrook,7,131,486,3.6846153846153844,3.3153846153846156,10.991775147928996
Brian Davis,Fox Sports Oklahoma,2016,MVP,Kevin Durant,7,131,147,1.0769230769230769,5.923076923076923,35.082840236686394
Brian Lewis,New York Post,2016,MVP,Chris Paul,7,131,107,0.7692307692307693,6.230769230769231,38.82248520710059
Brian Mahoney,Associated Press,2016,MVP,Russell Westbrook,7,131,486,3.6846153846153844,3.3153846153846156,10.991775147928996
Brian Sieman,The Beast 980,2016,MVP,Chris Paul,5,131,107,0.7846153846153846,4.2153846153846155,17.769467455621303
Brian Windhorst,ESPN.com,2016,MVP,Kawhi Leonard,7,131,634,4.823076923076923,2.176923076923077,4.738994082840238
Candace Buckner,Indianapolis Star,2016,MVP,Kevin Durant,5,131,147,1.0923076923076922,3.907692307692308,15.270059171597635
Cedric Maxwell,98.5 The Sports Hub,2016,MVP,Damian Lillard,3,131,26,0.17692307692307693,2.8230769230769233,7.9697633136094685
Charles Gardner,Milwaukee Journal Sentinel,2016,MVP,Russell Westbrook,1,131,486,3.730769230769231,2.730769230769231,7.457100591715976
Chris Broussard,ESPN,2016,MVP,LeBron James,7,131,631,4.8,2.2,4.840000000000001
Chris Dempsey,Denver Post,2016,MVP,Russell Westbrook,7,131,486,3.6846153846153844,3.3153846153846156,10.991775147928996
Chris Denari,Fox Sports Indiana,2016,MVP,LeBron James,7,131,631,4.8,2.2,4.840000000000001
Chris Marlowe,Altitude Sports & Entertainment,2016,MVP,Draymond Green,3,131,50,0.36153846153846153,2.6384615384615384,6.961479289940828
Chris Sheridan,Sheridanhoops.com,2016,MVP,Kevin Durant,5,131,147,1.0923076923076922,3.907692307692308,15.270059171597635
Chuck Cooperstein,ESPN 103.3,2016,MVP,Kawhi Leonard,7,131,634,4.823076923076923,2.176923076923077,4.738994082840238
Dante Marchitelli,Fox Sports Florida,2016,MVP,Russell Westbrook,1,131,486,3.730769230769231,2.730769230769231,7.457100591715976
Dave McMenamin,ESPN.com,2016,MVP,LeBron James,7,131,631,4.8,2.2,4.840000000000001
David Aldridge,TNT,2016,MVP,Kawhi Leonard,7,131,634,4.823076923076923,2.176923076923077,4.738994082840238
David Mayo,Mlive Media Group,2016,MVP,Russell Westbrook,7,131,486,3.6846153846153844,3.3153846153846156,10.991775147928996
David Steele,Fox Sports Florida,2016,MVP,LeBron James,7,131,631,4.8,2.2,4.840000000000001
David Wesley,Fox Sports New Orleans,2016,MVP,Russell Westbrook,7,131,486,3.6846153846153844,3.3153846153846156,10.991775147928996
Doris Burke,ESPN,2016,MVP,LeBron James,7,131,631,4.8,2.2,4.840000000000001
Doug Smith,The Toronto Star,2016,MVP,LeBron James,1,131,631,4.846153846153846,3.846153846153846,14.79289940828402
Eddie Johnson,Fox Sports Arizona,2016,MVP,LeBron James,7,131,631,4.8,2.2,4.840000000000001
Eddie Sefko,Dallas Morning News,2016,MVP,Kawhi Leonard,7,131,634,4.823076923076923,2.176923076923077,4.738994082840238
Eric Hasseltine,92.9 FM ESPN/680 AM ESPN,2016,MVP,Russell Westbrook,7,131,486,3.6846153846153844,3.3153846153846156,10.991775147928996
Eric Smith,TSN 1050/Sportsnet 590 The Fan,2016,MVP,LeBron James,7,131,631,4.8,2.2,4.840000000000001
Ernie Johnson,TNT,2016,MVP,Kawhi Leonard,7,131,634,4.823076923076923,2.176923076923077,4.738994082840238
Ethan Skolnick,Miami Herald,2016,MVP,LeBron James,7,131,631,4.8,2.2,4.840000000000001
Fran Blinebury,NBA.com,2016,MVP,Kawhi Leonard,7,131,634,4.823076923076923,2.176923076923077,4.738994082840238
Frank Isola,Sirius Radio/New York Daily News,2016,MVP,Russell Westbrook,7,131,486,3.6846153846153844,3.3153846153846156,10.991775147928996
Fred McLeod,Fox Sports Ohio,2016,MVP,Draymond Green,3,131,50,0.36153846153846153,2.6384615384615384,6.961479289940828
Gary Gerould,Comcast SportsNet-CA,2016,MVP,Russell Westbrook,7,131,486,3.6846153846153844,3.3153846153846156,10.991775147928996
Gary Washburn,Boston Globe,2016,MVP,Kawhi Leonard,1,131,634,4.869230769230769,3.869230769230769,14.970946745562127
George Blaha,WMGC / Fox Sports Detroit,2016,MVP,Draymond Green,3,131,50,0.36153846153846153,2.6384615384615384,6.961479289940828
Glenn Consor,106.7 The Fan,2016,MVP,LeBron James,1,131,631,4.846153846153846,3.846153846153846,14.79289940828402
Grant Napear,Comcast SportsNet-CA,2016,MVP,Kawhi Leonard,7,131,634,4.823076923076923,2.176923076923077,4.738994082840238
Howard Beck,Bleacher Report,2016,MVP,Russell Westbrook,1,131,486,3.730769230769231,2.730769230769231,7.457100591715976
Hubie Brown,ESPN,2016,MVP,Russell Westbrook,7,131,486,3.6846153846153844,3.3153846153846156,10.991775147928996
