voter_name,affiliation,first,first_2,first_3,first_4,first_5,second,second_2,second_3,second_4,second_5,year,award
Leo Rautins,SportsNet/TSN,"Porzingis, Kristaps -- NYK","Towns, Karl-Anthony -- MIN","Winslow, Justise -- MIA","Mudiay, Emmanuel -- DEN","Booker, Devin -- PHX","Jokic, Nikola -- DEN","Turner, Myles -- IND","Kaminsky, Frank -- CHA","Richardson, Josh -- MIA","Russell, D'Angelo -- LAL",2016,All-Rook
Andre Aldridge,Fox Sports South,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Jokic, Nikola -- DEN","Turner, Myles -- IND","Cauley-Stein, Willie -- SAC","Winslow, Justise -- MIA","Mudiay, Emmanuel -- DEN","Richardson, Josh -- MIA","Okafor, Jahlil -- PHI",2016,All-Rook
Scott Hastings,Altitude Sports & Entertainment,"Jokic, Nikola -- DEN","Okafor, Jahlil -- PHI","Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Winslow, Justise -- MIA","Mudiay, Emmanuel -- DEN","Booker, Devin -- PHX","Russell, D'Angelo -- LAL","Richardson, Josh -- MIA","Cauley-Stein, Willie -- SAC",2016,All-Rook
Glenn Consor,106.7 The Fan,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Mudiay, Emmanuel -- DEN","Okafor, Jahlil -- PHI","Jokic, Nikola -- DEN","Booker, Devin -- PHX","Hezonja, Mario -- ORL","Russell, D'Angelo -- LAL","Richardson, Josh -- MIA","Winslow, Justise -- MIA",2016,All-Rook
David Steele,Fox Sports Florida,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Winslow, Justise -- MIA","Booker, Devin -- PHX","Jokic, Nikola -- DEN","Russell, D'Angelo -- LAL","Mudiay, Emmanuel -- DEN","Turner, Myles -- IND","Richardson, Josh -- MIA","Kaminsky, Frank -- CHA",2016,All-Rook
Jeff Zillgitt,USA Today,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Jokic, Nikola -- DEN","Okafor, Jahlil -- PHI","Russell, D'Angelo -- LAL","Mudiay, Emmanuel -- DEN","Turner, Myles -- IND","Richardson, Josh -- MIA","Winslow, Justise -- MIA",2016,All-Rook
Ron Boone,ROOT Sports,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Booker, Devin -- PHX","Turner, Myles -- IND","Russell, D'Angelo -- LAL","Okafor, Jahlil -- PHI","Winslow, Justise -- MIA","Richardson, Josh -- MIA","Cauley-Stein, Willie -- SAC",2016,All-Rook
Paul Coro,The Arizona Republic,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Jokic, Nikola -- DEN","Okafor, Jahlil -- PHI","Turner, Myles -- IND","Russell, D'Angelo -- LAL","Winslow, Justise -- MIA","Richardson, Josh -- MIA","Mudiay, Emmanuel -- DEN",2016,All-Rook
Ramona Shelburne,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Bridges, Mikal (PHX)","Robinson, Mitchell (NYK)","Kurucs, Rodions (BKN)",2019,All-Rook
Bill Oram,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Bridges, Mikal (PHX)","Robinson, Mitchell (NYK)","Shamet, Landry (LAC)",2019,All-Rook
Reid Forgrave,CBSSports.com,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Shamet, Landry (LAC)","Okogie, Josh (MIN)","Brunson, Jalen (DAL)","Robinson, Mitchell (NYK)","Gilgeous-Alexander, Shai (LAC)",2019,All-Rook
Vince Goodwill,Yahoo! Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Knox, Kevin (NYK)","Gilgeous-Alexander, Shai (LAC)","Robinson, Mitchell (NYK)","Bridges, Mikal (PHX)",2019,All-Rook
Steve Aschburner,NBA.com,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Huerter, Kevin (ATL)","Robinson, Mitchell (NYK)","Shamet, Landry (LAC)",2019,All-Rook
Mike Singer,Denver Post,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Huerter, Kevin (ATL)","Robinson, Mitchell (NYK)","Shamet, Landry (LAC)",2019,All-Rook
Ric Bucher,Bleacher Report,"Doncic, Luka (DAL)","Young, Trae (ATL)","Gilgeous-Alexander, Shai (LAC)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Huerter, Kevin (ATL)","Robinson, Mitchell (NYK)","Sexton, Collin (CLE)",2019,All-Rook
Duane Rankin,Arizona Republic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Knox, Kevin (NYK)","Robinson, Mitchell (NYK)","Bridges, Mikal (PHX)",2019,All-Rook
Lisa Hsu,Tencent,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Bridges, Mikal (PHX)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)","Shamet, Landry (LAC)",2019,All-Rook
Dennis Scott,Turner Sports,"Young, Trae (ATL)","Doncic, Luka (DAL)","Okogie, Josh (MIN)","Jackson Jr., Jaren (MEM)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)","Brunson, Jalen (DAL)",2019,All-Rook
Anthony Slater,The Athletic,"Young, Trae (ATL)","Doncic, Luka (DAL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)","Huerter, Kevin (ATL)",2019,All-Rook
Paul Flannery,SB Nation,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)","Bridges, Mikal (PHX)",2019,All-Rook
Rachel Nichols,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Jackson Jr., Jaren (MEM)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Bridges, Mikal (PHX)",2019,All-Rook
Erik Horne,The Oklahoman,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Okogie, Josh (MIN)",2019,All-Rook
Kevin O'Connor,The Ringer,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Huerter, Kevin (ATL)",2019,All-Rook
Doris Burke,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Bridges, Mikal (PHX)",2019,All-Rook
Rosalyn Gold-Onwude,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Huerter, Kevin (ATL)",2019,All-Rook
Steve Smith,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Knox, Kevin (NYK)",2019,All-Rook
Brian Mahoney,Associated Press,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Bagley III, Marvin (SAC)","Sexton, Collin (CLE)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Okogie, Josh (MIN)",2019,All-Rook
K.C. Johnson,Chicago Tribune,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Brunson, Jalen (DAL)",2019,All-Rook
Fred Katz,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Kurucs, Rodions (BKN)",2019,All-Rook
Jackie MacMullan,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Huerter, Kevin (ATL)",2019,All-Rook
Jason Anderson,Sacramento Bee,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Huerter, Kevin (ATL)",2019,All-Rook
Michael Wilbon,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Bridges, Miles (CHA)",2019,All-Rook
Candace Buckner,Indianapolis Star,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL","Bogdanovic, Bojan -- BRK","Clarkson, Jordan -- LAL","Smart, Marcus -- BOS","Noel, Nerlens -- PHI","McGary, Mitch -- OKC","Rudez, Damjan -- IND","LaVine, Zach -- MIN",2015,All-Rook
Chris Denari,Fox Sports Indiana,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL","Bogdanovic, Bojan -- BRK","LaVine, Zach -- MIN","Clarkson, Jordan -- LAL","Smart, Marcus -- BOS","Rudez, Damjan -- IND","Nurkic, Jusuf -- DEN",2015,All-Rook
Jim Paschke,Fox Sports Wisconsin,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Okafor, Jahlil -- PHI","Cauley-Stein, Willie -- SAC","Jokic, Nikola -- DEN","Winslow, Justise -- MIA","Richardson, Josh -- MIA","Booker, Devin -- PHX","Russell, D'Angelo -- LAL","Mudiay, Emmanuel -- DEN",2016,All-Rook
Jason Quick,Comcast SportsNet NW,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Okafor, Jahlil -- PHI","Booker, Devin -- PHX","Mudiay, Emmanuel -- DEN","Turner, Myles -- IND","Jokic, Nikola -- DEN","Cauley-Stein, Willie -- SAC","Russell, D'Angelo -- LAL","Winslow, Justise -- MIA",2016,All-Rook
Cedric Maxwell,98.5 The Sports Hub,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Okafor, Jahlil -- PHI","Kaminsky, Frank -- CHA","Richardson, Josh -- MIA","Winslow, Justise -- MIA","Cauley-Stein, Willie -- SAC","Russell, D'Angelo -- LAL","Grant, Jerian -- NYK",2016,All-Rook
Dave Johnson,106.7 The Fan,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Mudiay, Emmanuel -- DEN","Okafor, Jahlil -- PHI","Kaminsky, Frank -- CHA","Jokic, Nikola -- DEN","Johnson, Stanley -- DET","Russell, D'Angelo -- LAL","Winslow, Justise -- MIA",2016,All-Rook
Sam Smith,Bulls.com,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Winslow, Justise -- MIA","Booker, Devin -- PHX","Mudiay, Emmanuel -- DEN","Jokic, Nikola -- DEN","Kaminsky, Frank -- CHA","Johnson, Stanley -- DET","Russell, D'Angelo -- LAL","Richardson, Josh -- MIA",2016,All-Rook
Jim Spanarkel,YES Network,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Turner, Myles -- IND","Winslow, Justise -- MIA","Kaminsky, Frank -- CHA","Okafor, Jahlil -- PHI","Jokic, Nikola -- DEN","Russell, D'Angelo -- LAL","Lyles, Trey -- UTA",2016,All-Rook
Marc Stein,ESPN.com,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Booker, Devin -- PHX","Winslow, Justise -- MIA","Turner, Myles -- IND","Okafor, Jahlil -- PHI","Kaminsky, Frank -- CHA","Russell, D'Angelo -- LAL","Cauley-Stein, Willie -- SAC",2016,All-Rook
Jason Jackson,Fox Sports Sun,"Booker, Devin -- PHX","Porzingis, Kristaps -- NYK","Towns, Karl-Anthony -- MIN","Okafor, Jahlil -- PHI","Cauley-Stein, Willie -- SAC","Winslow, Justise -- MIA","Richardson, Josh -- MIA","Kaminsky, Frank -- CHA","Russell, D'Angelo -- LAL","Turner, Myles -- IND",2016,All-Rook
John Krawczynski,Associated Press,"Towns, Karl-Anthony -- MIN","Booker, Devin -- PHX","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Winslow, Justise -- MIA","Okafor, Jahlil -- PHI","Turner, Myles -- IND","Lyles, Trey -- UTA","Russell, D'Angelo -- LAL","Cauley-Stein, Willie -- SAC",2016,All-Rook
Dell Curry,Fox Sports Carolinas/SportSouth,"Towns, Karl-Anthony -- MIN","Okafor, Jahlil -- PHI","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Kaminsky, Frank -- CHA","Cauley-Stein, Willie -- SAC","Johnson, Stanley -- DET","Mudiay, Emmanuel -- DEN","Russell, D'Angelo -- LAL","Winslow, Justise -- MIA",2016,All-Rook
Jerry Zgoda,Minneapolis Star Tribune,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Winslow, Justise -- MIA","Jokic, Nikola -- DEN","Cauley-Stein, Willie -- SAC","Lyles, Trey -- UTA","Mudiay, Emmanuel -- DEN","Russell, D'Angelo -- LAL","Okafor, Jahlil -- PHI",2016,All-Rook
Bill Schoening,WOAI Radio,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Mudiay, Emmanuel -- DEN","Okafor, Jahlil -- PHI","Winslow, Justise -- MIA","Booker, Devin -- PHX","Jokic, Nikola -- DEN","Richardson, Josh -- MIA","Russell, D'Angelo -- LAL","Turner, Myles -- IND",2016,All-Rook
Marc Spears,The Undefeated,"Towns, Karl-Anthony -- MIN","Okafor, Jahlil -- PHI","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Winslow, Justise -- MIA","Jokic, Nikola -- DEN","Mudiay, Emmanuel -- DEN","Turner, Myles -- IND","Russell, D'Angelo -- LAL","Cauley-Stein, Willie -- SAC",2016,All-Rook
Chris Marlowe,Altitude Sports & Entertainment,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Mudiay, Emmanuel -- DEN","Jokic, Nikola -- DEN","Booker, Devin -- PHX","Cauley-Stein, Willie -- SAC","Okafor, Jahlil -- PHI","Turner, Myles -- IND","Russell, D'Angelo -- LAL","Johnson, Stanley -- DET",2016,All-Rook
Steve Holman,Hawks Radio Network,"Towns, Karl-Anthony -- MIN","Jokic, Nikola -- DEN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Turner, Myles -- IND","Kaminsky, Frank -- CHA","Mudiay, Emmanuel -- DEN","Winslow, Justise -- MIA","Russell, D'Angelo -- LAL","Johnson, Stanley -- DET",2016,All-Rook
Matt Winer,Turner,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","Hield, Buddy (Sac.)","Chriss, Marquese (Pho.)","Brown, Jaylen (Bos.)","LeVert, Caris (Bkn.)","Sabonis, Domantas (OKC.)","McCaw, Patrick (G.S.)",2017,All-Rook
Weiping Zhang,CCTV,"Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Murray, Jamal (Den.)","Chriss, Marquese (Pho.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Ingram, Brandon (LA-L)","Sabonis, Domantas (OKC.)","McGruder, Rodney (Mia.)",2017,All-Rook
Andre Voigt,DAZN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Shamet, Landry (LAC)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Brunson, Jalen (DAL)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)",2019,All-Rook
Mark Jackson,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Jackson Jr., Jaren (MEM)","Bagley III, Marvin (SAC)","Okogie, Josh (MIN)","Brunson, Jalen (DAL)","Sexton, Collin (CLE)","Shamet, Landry (LAC)",2019,All-Rook
Zach Harper,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Trier, Allonzo (NYK)","Carter Jr., Wendell (CHI)","Sexton, Collin (CLE)","Shamet, Landry (LAC)",2019,All-Rook
Stefan Bondy,New York Daily News,"Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Jackson Jr., Jaren (MEM)","Robinson, Mitchell (NYK)","Huerter, Kevin (ATL)","Sexton, Collin (CLE)","Shamet, Landry (LAC)",2019,All-Rook
John Schuhmann,NBA.com,"Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Doncic, Luka (DAL)","Jackson Jr., Jaren (MEM)","Young, Trae (ATL)","Gilgeous-Alexander, Shai (LAC)","Huerter, Kevin (ATL)","Robinson, Mitchell (NYK)","Sexton, Collin (CLE)","Shamet, Landry (LAC)",2019,All-Rook
Bill Simmons,The Ringer,"Ayton, Deandre (PHX)","Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Robinson, Mitchell (NYK)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)","Sexton, Collin (CLE)","Kurucs, Rodions (BKN)",2019,All-Rook
Marc Kestecher,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Huerter, Kevin (ATL)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Okogie, Josh (MIN)",2019,All-Rook
Ryan Wolstat,Toronto Sun,"Doncic, Luka (DAL)","Young, Trae (ATL)","Gilgeous-Alexander, Shai (LAC)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Huerter, Kevin (ATL)",2019,All-Rook
Brian Lewis,New York Post,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Robinson, Mitchell (NYK)","Jackson Jr., Jaren (MEM)","Bagley III, Marvin (SAC)","Bridges, Mikal (PHX)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)","Sexton, Collin (CLE)",2019,All-Rook
Reggie Miller,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Sexton, Collin (CLE)","Knox, Kevin (NYK)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)","Huerter, Kevin (ATL)",2019,All-Rook
Jared Greenberg,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Kurucs, Rodions (BKN)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)",2019,All-Rook
